DATE,OPERATING_SYSTEM,DEVICE_TYPE,MARKETING_CHANNEL,PAYMENT_METHOD,PRODUCT_NAME,SOURCE_TABLE,SE%,ORDER_PER_CART,UPGRADES,CART_ABANDON,CHECKOUTS,USERS,TIME_SPENT_PER_VISIT,MV,ATC%,VISITS,UNITS,REVENUE,CVR%,CRASHES,LAUNCHES,QV%,ATC,MV%,SITE_SEARCH,INSTALLS,UNIQUE_VISITORS,ORDERS,QV,PRODUCT_VIEWS,AOV
2025-02-14 05:00:00.000,Linux,Set-top Box,Gen AI Search,Debit Card,F3,app_data_source_3,95.31,5.06,86.03,41.83,179.56,2096.31,4.93,576.29,29.64,3459.51,361.89,649.45,45.62,18.41,932.31,68.94,417.49,46.92,1.8,239.64,2188.17,194.14,828.57,5503.24,3.345266303
2024-11-07 05:00:00.000,iOS,Television,QR code,Debit Card,F2,app_data_source_3,0.83,8.16,10.94,137.56,173.69,2133.99,7.49,678.73,50.05,2210.32,33.9,1766.69,10.44,3.37,91.17,12.88,293.04,87.18,428.8,152.6,108.78,163.41,644.9,4157.71,10.811394651
2025-02-08 00:00:00.000,Android,Set-top Box,Display,Rupay,F5,app_data_source_3,15.39,9.63,4.84,149.79,276.6,117.91,8.3,390.85,24.64,2495.66,373.03,4870.82,49.33,40.86,69.78,48.83,218.74,27.75,345.93,404.37,679.13,220.96,376.4,2904.54,22.043899348
2023-12-15 06:00:00.000,Linux,Television,Video,Debit Card,S2,app_data_source_2,32.78,3.56,35.32,79.44,191.85,69.27,18.28,109.75,35.74,4230,289.67,156,6.62,4.35,649.54,80.37,41.43,7.06,76.8,402.21,1923.16,93.57,303.4,6769.55,1.667201026
2023-03-14 00:00:00.000,macOS,Tablet,Social Media Campaigns,Debit Card,S2,app_data_source_1,34.42,4.34,46.1,22.39,107.99,4212.64,6.67,959.54,54.77,4710.84,498.58,4397.22,39.15,46.26,367.64,25.7,347.37,37.81,389.81,81.48,1444.56,156.29,190,3106.62,28.135005439
2025-08-23 17:00:00.000,iOS,Set-top Box,Gen AI Search,Credit Card,S3,app_data_source_1,4.46,4.45,72.22,112.49,196.65,714.42,17.2,434.75,88.46,3820.61,259,4295.54,43.05,15.09,909.29,99.33,320.41,30.74,83.38,56.29,2841.57,167.61,264.77,3705.45,25.628184476
2024-07-15 16:00:00.000,iOS,Other,Social Network Referrals,GPay,S3,app_data_source_3,34.59,9.57,15.83,42.33,164.99,841.06,16.45,260.68,17.9,3883.64,412.08,314.55,17.89,27.98,338.3,23.61,332.57,53.33,88.14,97.52,1328.08,200.47,534.81,9854.62,1.569062703
2023-09-12 01:00:00.000,iOS,Set-top Box,Gen AI Search,Rupay,S3,app_data_source_1,14.12,3.52,38.04,20.42,78.47,2057.33,17.08,347.47,40.3,2618.42,150.53,2329.39,18.73,43.52,585.89,17.43,81.35,91.54,88.12,102.37,2246.19,152.93,43.53,1554.9,15.231740012
2023-01-22 22:00:00.000,iOS,Mobile Phone,Social Media Campaigns,Rupay,S4,app_data_source_1,25.64,6.69,50.86,59.18,113.69,4442.88,3.14,596.34,73.32,639.44,348.35,1941.04,9.33,5.71,838.57,33.79,453.86,81.05,41.36,305.51,2595.08,5.21,556.1,8140.14,372.560460653
2025-04-12 15:00:00.000,iOS,Set-top Box,Paid Search,Bank Transfer,F2,app_data_source_3,69.44,8.47,84.36,37.59,117.95,183.89,11.75,731.63,11.09,1673.84,376.7,1021.76,73.87,9.36,418.85,60.2,136.67,28.49,484.39,344.05,1506.23,169.46,145.2,1052,6.029505488
2023-09-11 12:00:00.000,Linux,Set-top Box,Video,Debit Card,F1,app_data_source_1,25.7,5.51,86.94,56.49,236.68,4557.63,10.08,620.66,5.25,3951.96,68.02,4070.55,31.51,26.19,238.96,69.89,101.89,94.74,252.59,498.49,2084.67,103.28,885.96,7140.5,39.412761425
2023-12-22 19:00:00.000,Linux,Other,QR code,Debit Card,S3,app_data_source_3,43.79,5.65,83.33,113.11,223.22,4605.99,17.08,701.32,89.29,1119.99,72.28,4125.14,57.07,48.01,515.91,41.25,402.61,44.57,397.26,248.35,1945.37,216.63,39.17,7631.17,19.042330241
2024-08-30 09:00:00.000,macOS,Television,Push Notification,Rupay,F5,app_data_source_2,76.43,4.2,75.16,84.15,136.65,3020.57,9.7,21.5,69.46,1634.26,113.03,3844.78,48.14,21.91,566.81,94.45,344.94,18.48,174.36,228.31,2272.71,224.28,360.12,4728.15,17.142767969
2024-03-09 09:00:00.000,iOS,Other,Paid Search,Debit Card,F3,app_data_source_3,65.43,5.43,30.63,84.9,203.51,2747.79,19.14,605.93,72.83,3689.81,198.93,1723.28,51.83,31.07,382.65,34.8,132.82,44.83,139.06,264.21,2938.82,85.89,625.95,5374.88,20.063802538
2025-09-01 13:00:00.000,Windows,Other,Gen AI Search,Bank Transfer,S1,app_data_source_2,48.13,4.31,89.25,133.02,287.2,276.96,9.78,302.75,36.79,899.83,33.31,2138.21,0.82,30.48,264.95,91.27,211.79,58.83,235.38,289.51,2193.45,241.83,949.95,1536.81,8.841789687
2024-01-14 03:00:00.000,Android,Set-top Box,Paid Search,GPay,S3,app_data_source_1,10.33,6.52,2.2,53.01,132.31,631.52,7.55,532.58,73.67,3312.11,285.39,2881.66,18.07,16.45,192.5,86.19,239.26,10.18,125.94,51.89,2002.24,192.11,981.59,4469.56,15.000052054
2024-04-27 00:00:00.000,macOS,Other,Social Network Referrals,Credit Card,S1,app_data_source_2,39.86,6.88,95.63,13.42,230.78,72.12,2.9,912.31,95.21,908.67,320.38,3333.34,31.52,10.15,978.15,71.35,376.89,79.31,360.7,480.45,257.06,185.4,845.05,8892.37,17.979180151
2024-04-20 07:00:00.000,Windows,Television,Social Network Referrals,Bank Transfer,S2,app_data_source_1,98.44,4.54,81,83.52,160.01,2999.49,12.26,217.51,90.85,3520.55,108.63,198.77,6.42,21.42,248.25,44.56,466.06,22.48,212.06,71.73,1979.34,273.64,14.61,1515.11,0.7263923403
2025-01-19 04:00:00.000,macOS,Mobile Phone,Push Notification,Debit Card,S2,app_data_source_1,53.06,7.57,99.74,73.59,81.62,1020.79,2.47,986.33,13.01,1757.45,216.58,1016.36,56.71,34.31,268.51,98.21,438,97.71,65.4,148.24,703.9,82.17,149.44,7576.48,12.368991116
2023-07-08 08:00:00.000,iOS,Mobile Phone,Gen AI Search,Credit Card,S4,app_data_source_3,30.84,5.61,73.89,78.61,265.92,3869.25,15.35,339.87,10.01,2316.73,450.51,1980.05,96.9,45.93,930.64,49.05,1.54,81.16,329.76,457.74,1333.02,219.46,36.73,4186.62,9.022373098
2023-10-08 10:00:00.000,macOS,Set-top Box,QR code,GPay,S3,app_data_source_2,99.14,7.29,73.52,147.02,246.79,3102.7,9.79,962.91,83.35,1833.98,226.36,3021.61,4.46,28.97,452.27,40.95,398.1,99.05,414.55,285.53,481.76,110.58,428.16,1724.08,27.325103997
2023-02-10 10:00:00.000,Linux,Mobile Phone,Social Network Referrals,Rupay,F2,app_data_source_3,72.14,6.51,42.17,18.56,272.02,3162.88,2.62,118.73,69.8,4279.7,155.88,3331.63,4.45,38.77,960.87,22.33,50.67,0.58,100.17,103.54,1961.73,128.34,405.96,4358.92,25.959404706
2024-06-30 07:00:00.000,Android,Tablet,Gen AI Search,Rupay,F5,app_data_source_1,7.92,7.97,7.17,69.1,137.96,1668.73,5.18,509.89,25.07,3351.21,87.23,749.26,80.76,43.46,319.47,4.03,397.72,57.29,93.85,347.32,2860.67,238.8,997.28,5205.94,3.13760469
2023-07-24 00:00:00.000,Windows,Tablet,Social Media Campaigns,Credit Card,S2,app_data_source_3,59.55,7.38,9.72,12.84,67.16,1557.72,15.41,308.47,91.7,1773.12,23.54,878.92,58.11,25.47,998.94,31.02,388.95,76.35,456.37,396.38,1937.47,74.51,901.83,2578.47,11.796000537
2024-07-21 16:00:00.000,Linux,Television,Push Notification,GPay,F5,app_data_source_1,75.06,4.35,70.34,85.64,198.84,2241.43,7.17,279.25,67.89,897.47,457.57,4893.48,77.15,21.66,240.67,9.16,156.32,65.06,412.04,262.78,845.55,161.19,268.39,1951.43,30.358458961
2024-12-23 08:00:00.000,macOS,Set-top Box,Social Media Campaigns,GPay,F2,app_data_source_2,39.17,1.19,62.64,70.43,238.14,4187.33,16.99,415.91,99.2,4886.88,461.23,3026.6,0.77,13.62,628.29,80.68,12.77,30.97,244.21,479.21,252.08,138.48,27.92,2410.84,21.855863663
2025-04-10 11:00:00.000,macOS,Tablet,Paid Search,Bank Transfer,F3,app_data_source_3,2.08,0.69,35.16,59.96,165.98,2403.22,14.37,222.19,9.67,646.67,357.88,131.44,37.01,18.91,635.35,87.56,158.24,93.99,398.75,14.77,2857.46,56.64,671.92,9010.54,2.320621469
2023-11-11 21:00:00.000,macOS,Tablet,Push Notification,GPay,S3,app_data_source_3,32.02,1.73,61.56,15.42,295.81,1886.04,6.44,371.86,59.47,524.59,94.35,249.89,65.51,16.03,319.45,23.25,498.59,67.06,211.21,272.36,1461.31,146.55,621.15,5233.2,1.705151825
2023-04-08 16:00:00.000,macOS,Other,Push Notification,Credit Card,S4,app_data_source_2,57.37,9.4,31.85,19.89,210.97,4786.01,11.18,44.11,4.44,4910.15,318.27,932.04,27.61,37.7,805.1,52.62,477.4,41.46,204.29,151.48,723.29,204.97,18.61,5259.79,4.54720203
2025-03-02 17:00:00.000,Android,Mobile Phone,Social Network Referrals,Bank Transfer,F1,app_data_source_3,93.55,7.44,0.66,33.32,276.21,4444.79,7.2,700.41,85.02,416.02,486.69,2840.98,33.68,3.32,742.88,33.56,12.72,29.75,156.22,372.54,1188.39,176.37,133.88,8713.58,16.108068266
2025-07-22 06:00:00.000,iOS,Television,Video,Credit Card,F2,app_data_source_3,66.55,9.65,94.23,0.05,155.17,4052.34,10.94,799.18,82.99,346.51,44.86,4811.81,63.48,17.54,884.23,51.76,445.97,43.21,345.64,354.84,1511.15,105.57,889.29,587.69,45.579331249
2023-10-16 01:00:00.000,macOS,Other,Social Network Referrals,Rupay,S3,app_data_source_1,52.65,7.42,42.08,105.58,20.91,953.82,13.79,124.75,22.28,2102.76,296.35,2180.61,11.54,6.37,207.2,25,340.49,23.58,30.76,223.2,1556.1,211.92,310.48,6799.92,10.289779162
2024-09-11 17:00:00.000,Android,Other,Social Media Campaigns,GPay,F1,app_data_source_1,81.99,3.2,78.83,108.7,225.77,4216.84,7.15,658.89,10.45,114.99,472.54,4544.37,43.8,7.23,789.93,55.99,403.37,61.26,288.97,492.21,885.66,240.4,558.63,9487.59,18.903369384
2023-12-03 14:00:00.000,Android,Tablet,Video,Credit Card,F2,app_data_source_3,34.6,0.16,87.16,138.77,196.24,3583.77,3.9,146.22,19.2,324.95,145.36,2420.71,65.51,4.27,741.68,34.18,62.16,78.88,183.72,416.42,2170.72,194.06,950.85,2602.81,12.474028651
2025-06-08 22:00:00.000,Android,Mobile Phone,Social Media Campaigns,Debit Card,F2,app_data_source_3,13.54,4.2,65.2,16.71,1.17,1093.29,13.01,534.03,21.96,4221.88,161.93,1704.78,2.82,26.55,613.99,18.7,41.88,60.75,41.06,474.41,1891.58,180.57,637.35,8246.49,9.441103173
2024-02-13 05:00:00.000,Linux,Set-top Box,Paid Search,Debit Card,S3,app_data_source_1,24.74,3.36,92.44,122.56,286.32,3480.8,19.59,584.76,81.51,942.46,304.06,1862.04,84.75,40.6,451.75,95.68,127.72,90.75,122.44,145.19,1883.06,152.86,199.51,5312.72,12.181342405
2023-06-05 07:00:00.000,Android,Tablet,Push Notification,Rupay,S3,app_data_source_2,62.75,6.8,63.1,52.31,248.93,1491.78,11.89,289.47,44.08,2246.45,205.26,823.01,42.61,29.98,110.53,66.22,203.88,96.52,277.54,382.91,1182.59,196.88,545.99,6889.52,4.180262089
2025-08-23 16:00:00.000,Android,Tablet,Social Media Campaigns,Debit Card,S3,app_data_source_2,57.14,7.37,97.84,126.1,11.5,525.93,18.69,176.81,61.83,1791.94,152.24,4072.58,94.82,15.58,670.93,69.42,333.56,66.26,236.69,432.38,646.79,58.46,805.44,3503.79,69.664385905
2025-03-14 04:00:00.000,iOS,Television,Gen AI Search,Credit Card,F5,app_data_source_2,84.19,3.63,38.52,133.81,238.13,4944.14,15.06,710.79,97.26,4726.8,391.54,4983.65,60.87,6.52,411.56,82.29,31.67,78.89,83.65,241.13,2992.36,161.96,200.71,3733.06,30.77086935
2024-10-31 23:00:00.000,Windows,Set-top Box,Display,GPay,F1,app_data_source_1,74.49,4.7,29.55,113.37,187.46,3087.7,19.43,763.81,14.67,3275.75,21.85,3801.21,68.21,49.86,503.01,35.92,303.83,24.44,73.31,378.29,2855.16,278.88,999.73,4762.03,13.630271084
2023-05-29 07:00:00.000,Windows,Other,Display,Bank Transfer,S4,app_data_source_3,11.03,9.42,46.1,3.07,299.33,4460.02,17.37,595.95,3.08,3244.69,424.75,3165.84,26.52,49.09,489.88,56.79,437.27,4.92,99.24,178.14,2531.5,125.55,100.82,5999.91,25.215770609
2023-02-22 04:00:00.000,Windows,Other,Display,Rupay,F1,app_data_source_3,63.23,5.52,56.05,118.15,141.87,4233.42,3.67,188.75,41.5,3494.89,160.55,447.29,83.69,22.54,811.06,27.55,220.1,55.65,223.89,252.16,2593.39,281.73,119.83,3798.44,1.587654847
2023-09-09 15:00:00.000,Linux,Television,QR code,Rupay,S2,app_data_source_3,33.25,9.73,49.91,147,28.5,2239.44,14.19,400.82,28.81,1341.16,209.76,4373.63,70.56,46.55,59.98,54.1,176.97,28.31,254.38,274.43,2629.42,118.76,404.2,7619.25,36.827467161
2023-10-05 00:00:00.000,macOS,Set-top Box,Display,Rupay,S2,app_data_source_3,36.73,5.36,90.18,1.37,269.11,488.45,5.85,218.71,45.46,3830.41,195.68,481.56,40.05,19.94,778.96,45.78,176.31,79.42,374.4,122.05,1959.01,9.98,618.57,3809.61,48.25250501
2023-07-29 16:00:00.000,Linux,Tablet,Social Network Referrals,Credit Card,F5,app_data_source_1,5.4,3.34,55.71,138.55,248.7,3036.06,6.06,688.12,58.05,1865.7,365.4,1426.73,10.79,24.4,970.65,50.59,111.64,97.33,142.63,129.85,1495.26,76.05,670.97,5156.16,18.760420776
2025-08-22 00:00:00.000,iOS,Television,Other Links,Rupay,S2,app_data_source_1,83.99,7.96,14.38,90.13,226.58,1583.99,16.17,699.67,56.51,447.63,456.98,3916.7,78.78,13.37,606.62,24.74,135.97,95.07,4.19,386.69,2212.73,25.52,259.87,6595.99,153.475705329
2024-08-12 14:00:00.000,iOS,Television,Social Media Campaigns,GPay,F1,app_data_source_3,58.9,9.57,69.81,72.98,276.88,2205.62,11.2,772.34,82.28,833.41,335.2,906.24,58.59,39.03,258.16,93.8,184.64,8.68,260.33,103.78,136.43,167.43,282.05,1374.86,5.412650063
2025-02-01 08:00:00.000,macOS,Set-top Box,Other Links,GPay,F2,app_data_source_2,16.21,2.48,14.46,24.03,243.17,910.99,4.62,919.14,50.3,4901.96,427.66,200.93,3.69,10.29,390.07,14.83,64.93,64.72,68.05,439.06,1618.71,285.06,69.08,3900.02,0.7048691504
2025-05-30 06:00:00.000,Linux,Tablet,Display,GPay,F5,app_data_source_3,84.19,1.85,29.68,20.18,12.88,1341.85,9.4,280.86,92.99,4066.88,48.6,2132.52,53.18,12.71,190.17,82.91,365.78,84,39.2,215.28,484.7,224,272.46,9136.31,9.520178571
2024-09-15 10:00:00.000,Windows,Tablet,Video,Credit Card,F5,app_data_source_1,20.71,9.9,90.59,24.07,276.15,3476.05,17.59,626.86,68.74,241.91,425.11,362.67,95.02,42.26,120.9,91.61,78.47,76.69,171.24,421.17,854.78,160.24,976.09,3253.59,2.263292561
2023-03-31 00:00:00.000,Windows,Television,Social Network Referrals,Rupay,S1,app_data_source_2,8.13,8.74,49.41,139.87,228.78,1327.34,16.77,618.66,23.82,455.58,359.65,1395.12,58.44,40.52,177.79,82.98,2.16,51.09,122.02,186.77,2586.34,25.59,690.27,9839.43,54.518171161
2025-08-05 18:00:00.000,Android,Set-top Box,QR code,GPay,S2,app_data_source_1,17.86,8.9,31.31,113.61,92.16,1922.78,2.45,808.16,77.17,3790.58,292.05,3981.11,12.9,22.3,904.3,56.71,220.12,83.69,335.06,205.22,2609.25,255.96,248.84,497.42,15.553641194
2024-08-07 21:00:00.000,iOS,Set-top Box,Social Network Referrals,Bank Transfer,F3,app_data_source_1,55.29,2.06,78.74,18.14,14.01,3462.9,8.96,164.55,82,1911.56,73.11,4990.92,71.37,39.81,465.03,2.16,450.37,84.44,110.14,44.59,1107.32,213.39,204.99,7711.71,23.38872487
2024-07-24 01:00:00.000,iOS,Set-top Box,QR code,Credit Card,S1,app_data_source_1,38.47,8.76,84.21,3.23,38.43,1593.18,8.4,606.3,37.38,758.99,131.87,2100.56,71.45,33.51,729.22,92.33,380.75,66.73,219.29,59.39,516.17,66.45,124.03,4842.68,31.611136193
2023-04-03 19:00:00.000,macOS,Tablet,Video,Credit Card,S1,app_data_source_1,70.41,9.15,88.94,91.34,55.66,529.63,18.05,256.25,67.51,940.65,118.79,4683.89,15.84,17.36,607.53,51.42,360.04,81.48,384.42,358.95,2607.11,283.25,197.81,2001.13,16.536240071
2024-12-06 01:00:00.000,Android,Television,Social Media Campaigns,Bank Transfer,S4,app_data_source_2,29.84,9.16,56.9,142.03,292.5,1498.9,4.87,203.11,62.91,1501.6,191.88,2773.07,44.34,15.29,695.36,48.09,210.81,53.51,235.87,291.93,101.56,116.56,322.73,1569.6,23.79092313
2024-07-06 11:00:00.000,Android,Other,Push Notification,GPay,F2,app_data_source_1,37.77,0.21,16.93,81.39,57.04,1165.51,12.78,119.74,84.32,4482,232.98,3850.38,68.94,23.92,116.06,58.69,267.59,0.95,234.84,336.27,1267.21,72.8,933.68,1961.57,52.889835165
2023-12-15 23:00:00.000,Windows,Tablet,Display,Rupay,F1,app_data_source_1,70.97,9.6,94.35,71.08,173.39,2014.32,5.87,137.14,26.89,3714.23,268.55,3599.95,10.49,44.8,244.85,38.05,52.04,80.15,197.07,376.33,703.22,288.09,711.15,7890.67,12.495921413
2023-11-27 07:00:00.000,macOS,Other,Social Network Referrals,Bank Transfer,S3,app_data_source_2,27.79,7.64,82.97,105.64,239.17,777.65,2.36,213.37,89.89,1402.99,247.72,3004.36,0.75,31.38,164.55,46.99,164.34,32.44,344.49,102.49,1617.29,73.03,446.22,746.09,41.138710119
2024-03-16 19:00:00.000,macOS,Tablet,Video,Debit Card,F5,app_data_source_3,15.54,9.36,78.48,16.6,135.33,3638.82,3.03,218.18,17.22,4861.93,491.08,1410.83,46.82,47.39,530.74,43.09,367.29,58.89,498.7,184.92,260.74,65.36,917.98,951.25,21.585526316
2024-02-18 17:00:00.000,Android,Television,Gen AI Search,Debit Card,S2,app_data_source_2,37.41,8.71,14.76,80.71,234.08,2728.2,17.35,448.42,45.36,1269.75,154.59,2020.58,9.49,29.33,75.26,49.54,40.39,53.35,98.28,367.26,1387.76,296.82,78.36,8041.49,6.807425376
2023-08-28 22:00:00.000,Android,Other,Paid Search,GPay,S2,app_data_source_2,81.26,1.61,24.66,147.11,106.61,4338.77,15.04,455.64,5.07,507.67,463.62,2376.22,46.68,27.23,653,39.59,77.35,44.61,337.99,237.16,892.07,96.8,523.9,2768.59,24.547727273
2023-05-13 04:00:00.000,Linux,Other,Paid Search,Rupay,F3,app_data_source_3,36.76,5.62,96.61,78.17,245.66,1796.84,19.99,192.93,82.62,272.34,61.57,1875.86,91.14,21.91,120.6,59.79,463.05,44.72,119.98,37.79,2250.13,124.1,619.79,6496.87,15.115713135
2023-11-12 08:00:00.000,macOS,Television,Social Media Campaigns,Bank Transfer,F3,app_data_source_2,70.1,4.22,42.17,25.91,102.27,1823.72,10.93,779.39,40.74,2336.56,390.03,1567.45,86.76,47.28,877.26,20.96,15.8,65.97,482.63,187.8,2151.39,196.26,768.45,3772.28,7.986599409
2024-04-15 11:00:00.000,iOS,Mobile Phone,Video,Debit Card,F3,app_data_source_3,24.67,2.19,72.82,103.8,224.48,175.9,16.95,460.43,95.46,2282.05,102.62,4382.51,11.82,32.99,680.15,88.44,68.09,13.64,458.07,4.68,1167.62,102.85,922.52,9720.69,42.610695187
2024-11-05 18:00:00.000,Windows,Television,Social Network Referrals,Credit Card,S3,app_data_source_2,92.75,7.95,38.29,83.92,180.73,4568.13,18.41,886.64,40.26,1154.34,170.2,914.16,53.22,25.04,958.7,19.21,152.33,57.1,400.77,263.05,326.18,114.02,256.91,5089.03,8.017540782
2023-08-01 06:00:00.000,macOS,Mobile Phone,Push Notification,Credit Card,F2,app_data_source_3,49.41,3.6,21.87,16.27,297.17,147.85,18.67,570.9,75.12,1463,206.26,4855.42,1.49,5.91,534.15,51.28,232.43,75.32,75.14,57.96,2238.07,95.61,297.36,4359.62,50.783600042
2023-05-26 22:00:00.000,Android,Mobile Phone,QR code,Credit Card,S1,app_data_source_3,50.66,8.02,16.38,47.9,194,1964.58,18.74,692,9.39,3889.29,24.17,3014.39,11.57,22.42,89.99,52.18,27.88,28.38,259.93,189.06,2794.48,164.67,215.98,9312.16,18.305641586
2023-04-04 03:00:00.000,macOS,Television,Video,Bank Transfer,S4,app_data_source_1,1.58,4.02,40.38,112.81,244.02,1177.52,9.22,508.54,10.33,4882.76,141.8,2059.06,31.48,38.33,581.25,29.49,134.78,26.23,426.06,358.04,2940.61,45,301.32,5070.17,45.756888889
2023-12-05 16:00:00.000,Android,Other,Social Media Campaigns,Bank Transfer,S3,app_data_source_2,43.2,0.11,36.4,92.64,157.82,1222.29,3.28,872.91,37.27,200.9,251.12,3942.41,87.75,3.63,253.36,94.27,159.3,17.7,227.96,73.18,206.32,108.95,260.91,3383.12,36.185497935
2024-09-06 18:00:00.000,Android,Set-top Box,Display,Bank Transfer,F5,app_data_source_1,6.28,5.88,55.56,100.3,15.72,1409.64,2.57,521.01,63.96,2558.45,292.59,3223.52,84.14,35.87,567.04,93.48,240.56,55.18,353.06,483.09,1202.59,19.93,917.04,8478.02,161.742097341
2025-01-03 07:00:00.000,Android,Other,Social Media Campaigns,Debit Card,F5,app_data_source_2,50.37,8.36,33.87,27.92,110.52,885.64,5.8,658.35,26.11,300.93,34.91,3156.61,34.47,4.85,686.44,98.24,268.71,24.09,475.98,50.25,2942.46,260.8,712.12,3565.49,12.103565951
2023-07-24 13:00:00.000,Android,Tablet,Push Notification,GPay,S2,app_data_source_3,19.94,6.68,84.22,93.83,83.39,3740.42,18.39,851.53,26.99,3323.73,83.19,3559.23,40.01,30.82,710.13,23.96,154.72,5.84,27.05,446.22,2349.46,291.92,309.04,4871.87,12.192484242
2023-10-12 23:00:00.000,Windows,Tablet,Push Notification,Credit Card,S2,app_data_source_1,28.27,4.01,44.52,115.64,155.18,103.3,9.25,864.54,93.34,759.03,246.8,636.9,18.35,28.45,874.04,38.14,101.69,47.7,18.6,63.03,411.4,203.1,258.5,1715.82,3.135893648
2023-01-27 17:00:00.000,Android,Set-top Box,Other Links,GPay,F5,app_data_source_2,97.54,1.37,67.19,119.05,261.32,4279.11,11.97,875.5,25.92,2356.26,5.56,1412.06,7.43,28.26,690.92,38.59,471.12,93.5,416.93,410.38,1264.73,154.23,962.24,3985.29,9.15554691
2024-10-15 04:00:00.000,macOS,Set-top Box,QR code,Rupay,S3,app_data_source_2,12.22,3.02,17.69,93.42,57.38,2736.91,9.85,410.18,58.57,1833.58,194.03,904.75,75.23,34.16,249.98,47.4,10.82,83.04,458.48,179.12,1856.89,147.07,785.56,90.05,6.151832461
2024-08-17 02:00:00.000,Android,Television,Other Links,Bank Transfer,S1,app_data_source_1,40.84,2.95,2.44,127.82,142.32,1003.09,2.04,544.99,86.05,92.14,229.34,646.31,33.13,22.62,523.14,58.73,487.3,26,366.42,304.95,2635.62,177.61,655.91,8881.05,3.638927988
2024-12-01 17:00:00.000,Android,Mobile Phone,Display,Bank Transfer,F2,app_data_source_3,37.47,0.86,45.24,133.15,55.5,2273.31,1.81,498.98,99.94,1838.19,237.07,4747.68,37.38,43.61,874.37,53.69,6.99,70.98,197.1,260.08,1430.31,215.84,487.23,1304.05,21.996293551
2025-08-23 03:00:00.000,Linux,Set-top Box,Other Links,Debit Card,F1,app_data_source_3,36.33,9.83,77.23,133.85,61.48,3804.62,17.85,298.74,81.49,1038.63,496.13,1783.03,37.98,33.71,148.21,36.11,17.97,52.9,5.18,259.82,254.34,54.9,491.87,7429.9,32.477777778
2023-01-26 16:00:00.000,iOS,Tablet,Social Network Referrals,Credit Card,S4,app_data_source_3,48.74,3.35,0.32,91.48,177.37,1169.62,9.04,952.85,16.29,3231.67,46.14,923.79,1.52,5.49,570.09,98.31,474.42,36.38,98.96,231.11,830.23,164.14,794.1,6105.44,5.628061411
2024-05-16 10:00:00.000,iOS,Television,Push Notification,Debit Card,F1,app_data_source_1,74.06,5.7,19.92,103.5,151.33,4192.59,17.04,116.91,36.51,3465.42,367.66,4758.56,19.67,18.09,838.83,3.7,199.99,10.05,334.86,353.93,1386.76,117.03,741.73,8402.94,40.661027087
2023-03-18 21:00:00.000,Android,Other,QR code,Credit Card,S2,app_data_source_2,7.75,8.05,49.35,28.69,299.73,4420.25,13.29,71,66.58,1222.84,331.65,2009.94,24.87,10.73,328.91,99.55,45.75,20.02,167.18,244.73,378.86,248.4,716.75,3539.78,8.091545894
2023-06-22 00:00:00.000,macOS,Tablet,Other Links,Bank Transfer,S1,app_data_source_3,12.79,6.53,70.56,96.82,87.03,4396.46,10.23,700.41,41.83,931.56,230.92,1001.89,74.13,12.22,56.15,55.49,191.97,99.01,132.97,392.83,98.42,163.08,864.23,2880.91,6.143549178
2023-06-04 22:00:00.000,Windows,Tablet,QR code,Bank Transfer,F2,app_data_source_1,46.79,8.32,85.57,92.2,191.05,4832.2,11.29,398.01,66.94,3682.94,112.83,118.2,13.43,8.34,178.05,61.44,24.97,32.43,456.11,64.67,793.87,99.04,592.86,2529.95,1.193457189
2024-08-10 14:00:00.000,macOS,Other,Social Media Campaigns,Debit Card,F3,app_data_source_2,66.02,8.14,10.78,16.32,216.28,4633.29,11,14.34,27.69,4876.56,188.56,4388.89,7.84,29.66,749.12,87.35,6.47,29.13,241.23,312.98,443.13,95.3,417.21,2034.85,46.053410283
2024-09-20 11:00:00.000,Android,Television,Video,Rupay,S2,app_data_source_2,92.41,8.45,47.53,62.33,34.71,1406.89,14.7,377.82,74.19,3435.45,23.52,3832.36,31.37,37.21,107.41,27.75,324.84,62.15,345.57,151.09,1327.74,116.72,157.02,3828.01,32.833790267
2024-02-10 23:00:00.000,Android,Set-top Box,Paid Search,Rupay,S3,app_data_source_1,12.04,2.06,48.15,112.18,60.45,2903.1,17.81,998.82,10.44,3596.26,244.63,3311.74,75.61,16.42,413.04,20.04,86,35.35,429.26,368.52,832.66,149.32,407.72,6850.11,22.178810608
2024-03-12 09:00:00.000,macOS,Other,Push Notification,Rupay,F3,app_data_source_2,19.86,7.14,89.79,17.27,47.27,1732.36,14.76,659.15,48.75,2195.2,22.47,4121.83,17.09,10,566.47,55.05,257.36,19.77,20.08,292.85,2310.51,253.86,698.46,554.96,16.236626487
2023-04-14 20:00:00.000,macOS,Television,Display,Debit Card,F2,app_data_source_2,79.79,5.27,36.99,18.27,137.22,3223.06,15.85,844.76,66.92,4765.21,122.3,2639.12,40.55,39.71,451.79,55.84,283.03,54.18,207.87,486.24,663.91,2.1,759.2,6075.88,1256.723809524
2024-12-22 10:00:00.000,iOS,Set-top Box,Display,GPay,S2,app_data_source_3,24.34,2.31,33.19,12,80.41,4190.36,10.74,327.59,8.42,4713.01,212.74,1578.55,26.85,6.72,325.15,22.1,41.17,64.6,281.84,445.47,889.19,170.12,594.06,7645.64,9.279038326
