DATE,DEVICE_TYPE,MARKETING_CHANNEL,PAYMENT_METHOD,PRODUCT_NAME,SE%,ORDER_LAST_TOUCH,CART_ADD_FIRST_TOUCH,CART_ADD_LAST_TOUCH,CART_ADD,TIME_SPENT_PER_VISIT,CHECKOUTS,SITE_SEARCH,MV,MV%,REVENUE,QV%,UNITS,PRODUCT_VIEWS,VISITS,UNIQUE_VISITORS,ATC%,ATC,ORDER_FIRST_TOUCH,ORDER,ORDER%,CART_ABANDON,AOV
2025-02-17 07:00:00.000,Mobile Phone,Other Links,Debit Card,F5,98.07,17.25,7.2,131.58,318.38,3.83,99.62,130.15,309.63,13.5,2065.23,23.16,25.83,1880.28,1894,2035.53,94.36,220.96,86.19,184.17,60.34,111.35,11.213715589
2024-08-21 23:00:00.000,Mobile Phone,Paid Search,Rupay,F1,49.37,178.89,75.29,14.12,132.78,4.24,231.44,192.4,551.08,40.33,2571.03,77.72,312.61,3613.86,4672.06,2830.38,32.32,169.68,173.78,97.04,50.75,55.43,26.494538335
2023-01-30 20:00:00.000,Other,QR code,GPay,F3,88.2,22.18,61.08,89.42,147.46,3.63,145.33,197.98,948.88,4.83,423.35,56.56,199.64,5867.86,2149.31,1254.56,87.76,407.02,31.42,136.13,27.98,106.8,3.109894953
2023-05-03 15:00:00.000,Mobile Phone,Other Links,Rupay,S3,96.79,130.62,76.7,146.08,158.25,7.82,112.49,338.96,226.41,5.83,3519.91,12.37,241.87,9390.56,825.11,2041.21,37.19,424.34,13.4,30.55,3.54,62.34,115.218003273
2024-11-24 05:00:00.000,Tablet,Video,Bank Transfer,S3,12.88,114.8,136.88,13.16,57.55,6.38,135.94,336.19,45.92,39.17,1812.41,81.61,319.93,5619.49,2557.5,1359.54,50.36,191.62,88.78,134.09,48.95,72.41,13.516369603
2024-04-25 08:00:00.000,Tablet,Push Notification,Bank Transfer,S1,33.78,9.34,86.57,3.66,132.93,6.67,112.35,12.5,212.93,66.27,1518.09,7.09,313.85,317.17,1977.73,584.32,67.7,141.74,61.04,50.77,1.74,115.74,29.901319677
2024-12-13 22:00:00.000,Set-top Box,Other Links,Bank Transfer,S3,72.2,144.14,34.17,139.89,14.46,13.62,179.8,91.15,521.01,39.94,2155.16,81.29,309.06,5342.3,529.14,1121.68,34.59,415.44,53.88,163.57,89.5,89.6,13.175765727
2025-07-03 12:00:00.000,Tablet,Push Notification,GPay,S4,71.72,77.31,87.7,28.57,115.84,3.62,104.11,296.78,841.88,66.71,1061.28,89.95,386.62,6934.82,902.3,1912.03,93.66,90.82,104.8,175.65,14.42,118.97,6.042015371
2023-09-29 08:00:00.000,Other,Push Notification,Bank Transfer,F2,63.33,21.72,15.32,49.72,252.04,9.24,191.41,484.54,143.97,99.77,1987.88,25.22,292.73,7910.65,3434.88,1881.69,80.53,96.84,146.61,40.46,97.07,69.07,49.131982205
2023-02-05 16:00:00.000,Set-top Box,Gen AI Search,Rupay,S2,32.82,93.88,76.31,58.46,357.74,9.39,55.34,355.03,145.65,69.21,4356.51,78.43,301.93,5467.69,3368.84,137.82,44.62,276.44,131.5,74.56,60.02,49.46,58.42958691
2025-06-07 14:00:00.000,Other,Paid Search,Bank Transfer,F1,68.69,114.41,93.32,4.88,379.43,6.32,210.22,290.86,15.06,68.49,735.26,52.28,325.1,7836.38,4605.61,451.4,94.74,275.26,170.68,8.03,31.35,83.54,91.564134496
2024-03-03 08:00:00.000,Other,Video,Bank Transfer,S2,49.21,97.78,47.27,112.41,38.91,1.79,30.38,307.66,498.17,91.11,2593.28,52.87,400.67,5029.72,124.96,63.01,86.58,487.54,0.38,186.07,49.29,60.12,13.937120439
2024-02-27 04:00:00.000,Set-top Box,Social Network Referrals,Debit Card,S1,98.95,94.37,101.26,23.79,64.68,9.37,83.29,154.24,181.28,99.43,4287.54,86.91,52.37,8697.58,598.34,1871.91,87.86,383.61,70.28,10.5,3.36,5.05,408.337142857
2025-08-09 01:00:00.000,Other,Paid Search,Rupay,F2,45.02,68.92,100.36,56.22,306.94,11.44,249.13,425.81,868.7,63.37,1610.79,27.09,73.68,1816.43,1582.18,674.09,69.68,275.12,24.26,7.43,48.63,52.35,216.795423957
2023-03-26 06:00:00.000,Other,Gen AI Search,Debit Card,S3,9.13,112.13,96.98,82.3,228.2,12.87,265.53,163.98,122.93,90.35,1204.55,35.67,201.19,5720.36,1767.22,595.3,84.7,149.84,64.16,78.21,82.81,4.23,15.401483186
2024-12-10 00:00:00.000,Mobile Phone,QR code,GPay,F3,14.32,100.24,66.59,135.47,289.05,17.65,170.92,439.59,587.82,59.15,4780.41,59.25,125.69,4574.18,4891.83,52.4,94.73,40.98,138.27,17.02,0.98,18.73,280.870152761
2023-01-23 15:00:00.000,Mobile Phone,Paid Search,Debit Card,S4,42.36,177.69,12.69,38.7,17.85,18.89,29.82,165.43,213.91,83.01,771.44,53.91,400.93,3922.74,3275.67,1824.93,99.14,463.72,177.54,144.91,82.79,73.62,5.323580153
2024-12-10 15:00:00.000,Other,Push Notification,Debit Card,F2,45.78,185,27.18,91.86,240.2,3.57,140.64,5.69,163.25,66.49,1748.71,84.38,53.8,3210.45,3562.73,2352.66,42.86,83.62,50.08,132.06,59,75.31,13.241784038
2023-02-14 07:00:00.000,Mobile Phone,Paid Search,Debit Card,S3,1.6,133.45,40.9,127.76,356.71,14.24,289.39,153.19,467.98,33.34,1300.37,29.3,433.39,5115.88,4683.27,41.23,15.69,146.25,169.43,94.86,61.98,127.4,13.708306979
2023-05-28 22:00:00.000,Tablet,QR code,Rupay,F2,98.05,155.41,40.08,69.04,58.3,9.9,63.61,31.28,804.01,11.97,3964.99,28.71,156.22,5112.53,313.99,1704.98,10.02,351.66,101.7,123.19,78.89,77.26,32.185972887
2025-02-09 04:00:00.000,Other,Video,Credit Card,S4,20.94,188.97,86.5,49.34,246.9,12.87,48.09,345.06,151.3,82.56,4244.72,13.15,494.26,2260.79,1476.56,1723.33,87.47,109.79,188.47,144.1,22.14,106.57,29.456766135
2024-02-15 17:00:00.000,Tablet,QR code,GPay,F2,6.21,158.65,59.35,58.11,393.38,6.21,90.63,68.98,695.52,50.54,369.74,51.44,231.93,3097.18,1482.22,2311.43,53.49,307.11,164.78,141.4,7.06,116.76,2.614851485
2024-08-03 12:00:00.000,Set-top Box,Other Links,Credit Card,F3,8.61,133.49,36.9,58.29,313.03,19.05,166.81,256,80.05,66.75,505.53,15.7,488.71,9885.94,132.1,1262.61,69.32,72.34,96.92,195.95,45,148.5,2.57989283
2024-02-26 14:00:00.000,Mobile Phone,QR code,Credit Card,F5,91.22,112.29,75.37,77.27,265.13,16.2,192.93,414.95,64.65,72.53,4237.83,28.78,74.52,1534.33,3899.83,1385.23,90.23,216.31,154.57,49.22,31.98,5.91,86.099756197
2024-09-10 07:00:00.000,Tablet,Other Links,Credit Card,F2,79.99,151.11,91.6,14.18,178.07,9.98,74.58,463.84,522.38,91.95,556.05,32.38,285.05,4902.1,3021.21,594.44,15.49,44.69,155.37,32.27,22.57,83.89,17.231174465
2025-08-08 14:00:00.000,Set-top Box,QR code,GPay,F2,99.11,88.8,14.17,34.84,318.13,10.87,161.96,210.43,950.28,32.52,3923.17,18.93,186.78,1881.85,2876.15,134.9,37.7,330.12,177.26,198.32,57.05,33.87,19.782018959
2023-02-09 13:00:00.000,Other,Display,GPay,F3,3.37,102.76,9.53,62.6,51.85,4.2,209.34,256.69,529.84,11.65,1859.17,86.73,170.2,3896.92,3867.93,2901.34,72.77,293.35,86.91,50.87,77.79,74.81,36.547473953
2024-12-29 16:00:00.000,Mobile Phone,Paid Search,GPay,S4,50.68,199.5,140.2,131.29,22.07,17.68,29.08,57.15,759.33,78.37,610.84,47.19,301.39,4722.83,3560.74,87.63,71.14,243.6,115.44,13.54,68.36,90.48,45.113737075
2023-02-15 23:00:00.000,Television,Other Links,Rupay,F5,75.63,25.24,18.89,129.25,359.93,1.53,190.55,245.46,829.67,71.63,4945.59,43.35,297.98,2149.99,685.62,407.74,74.41,36.24,140.99,5.66,24.89,10.29,873.779151943
2023-12-26 02:00:00.000,Television,Display,Rupay,F2,82.61,162.31,149.81,72.94,244.66,6.92,222.8,235.12,24.57,56.83,4622.47,26.55,48.87,7526.68,3606.8,2056.43,22.56,177.1,199.67,71.26,93.5,70.12,64.867667696
2025-03-20 07:00:00.000,Tablet,Paid Search,Debit Card,S1,66.14,183.11,90.07,76.3,200.96,5.41,16.13,475.73,114.66,95.92,2009.97,7.48,493.01,513.76,688.55,1772.82,36.37,37.8,38.92,160.72,56.97,134.88,12.506035341
2024-12-08 23:00:00.000,Mobile Phone,Social Network Referrals,Credit Card,F1,31.04,49.6,130.11,122.87,216.51,19.87,235.03,53.04,117.42,43.46,125.19,66.24,231.95,7688.7,3258.97,379.11,53.78,286.86,174.75,176.09,76.28,77.9,0.7109432676
2023-02-04 13:00:00.000,Tablet,Social Media Campaigns,Bank Transfer,S4,96.93,118.44,44.13,99.36,220.76,8.54,260.63,296.38,395.96,39.88,2521.58,46.25,492.13,8634.09,293.89,2878.17,58.51,79.73,98.19,138.72,80.45,50.5,18.177479815
2023-10-13 02:00:00.000,Tablet,Push Notification,Debit Card,F5,25.03,139.66,1.99,43.18,332.27,3.59,178.1,306.2,899.46,77.35,246.26,57.03,107.66,3729.28,3031.58,2676.63,9.49,215.79,108.58,110.23,42.27,15.39,2.234056065
2023-03-09 11:00:00.000,Other,Video,Bank Transfer,F5,65.81,166.04,51.3,86.34,333.44,11.88,258.5,310.25,614.99,17.66,4260.52,11.25,30.34,8854.44,83.09,2463.86,56.82,338.59,93.25,43.5,90.5,145.5,97.942988506
2024-09-05 23:00:00.000,Set-top Box,Paid Search,Debit Card,F5,3.27,127.57,121.47,63.07,191.64,15.97,81.27,61.28,441.45,80.56,3660.32,46.92,35.27,4576.8,3705.22,1680.59,59.23,486.36,73.98,187.31,4.97,147.57,19.541508729
2025-05-29 03:00:00.000,Other,Social Media Campaigns,Bank Transfer,S2,85.69,145.49,109.33,62.4,113.89,15.82,140.55,196.8,724.14,64.68,3636.14,58.23,98.04,9941.13,2562.5,1352.23,54.5,107.16,33.03,115.76,72.13,2.55,31.411022806
2024-01-07 16:00:00.000,Tablet,Social Network Referrals,GPay,F1,57.48,167.44,48.83,15.4,329.64,1.92,276.47,191.02,778.45,83.6,4518.48,16.37,384.86,6862.1,4374.19,1156.1,65.3,161.89,115.63,104.42,55.63,62.06,43.272170082
2024-12-30 01:00:00.000,Tablet,Paid Search,Bank Transfer,F5,67.36,146.98,65.04,29.8,392.75,15.49,140.07,254.28,692.14,45.96,1071.7,17.92,339.45,7380.6,2132.42,549.54,66.86,249.58,178.95,94.01,90.94,134.98,11.39985108
2023-06-28 03:00:00.000,Other,QR code,Rupay,S2,18.76,53.76,112.25,124.28,61.1,3.93,189.06,359.57,410.68,28.73,2505.47,93.5,348.3,9029.85,2764.28,2329.74,79.99,442.82,90.95,197.9,74.57,145.77,12.660282971
2024-04-13 06:00:00.000,Tablet,Paid Search,Credit Card,S1,87.58,23.6,29.57,106.57,344.07,3.72,72.83,250.31,601.53,98.87,3469.2,45.89,217.75,8393.65,2019.68,228.73,19.45,184.33,178.75,99.57,5.62,18.78,34.841819825
2023-02-04 11:00:00.000,Set-top Box,Push Notification,Debit Card,S1,30.23,21.42,79.29,65.19,264.76,15.48,103.05,73.27,366.88,72.68,3840.41,91.09,416.71,8152.25,3749.21,1318.15,14.56,349.94,83.46,155.71,59.47,37.81,24.663862308
2024-10-11 22:00:00.000,Set-top Box,Other Links,Rupay,F2,58.71,90.99,52.67,83.76,232.82,1.18,251.88,141.3,355.86,27.87,456.87,18.54,302.61,8915.9,3420.81,2985.58,78.27,250.78,147.47,107.11,74.12,38.86,4.265428065
2023-06-17 23:00:00.000,Mobile Phone,Video,Bank Transfer,S1,25.71,181.91,69.1,116.65,267.76,18.97,176.78,381.37,977.69,15.9,445.88,24.31,333.79,1306.95,3427.34,2692.14,9.89,438.14,85.09,127.62,25.21,149.15,3.493809748
2024-11-12 17:00:00.000,Set-top Box,QR code,Rupay,F3,4.77,95.83,85.46,16.73,319.18,19.94,281.51,413.5,583.43,74.81,3385.42,46.15,140.05,7479.09,2118.19,164.83,24.29,190.16,127.3,75.42,58.59,126.47,44.887562981
2025-05-19 16:00:00.000,Television,QR code,Debit Card,F3,32.77,125.29,54.61,115.24,58.61,2.4,282.78,105.59,805.05,70.91,4984.08,67.05,230.93,3311.05,4649.37,2205.26,58.25,86.47,33.37,33.51,2.74,50.43,148.734109221
2024-03-02 23:00:00.000,Television,Social Media Campaigns,Credit Card,F2,57.45,105.59,114.79,120.77,364.71,6.68,248.98,463.93,834.22,34.07,4456.81,87.14,123.91,5988.66,285.91,2179.43,87.89,22.49,130.45,55.69,15.02,50.2,80.028910038
2023-12-27 11:00:00.000,Tablet,Push Notification,Debit Card,S3,30.58,83.18,23.67,3.3,397.81,14.99,171.08,211.59,213.32,13.55,4627.82,61.69,294.92,4509.92,3422.57,1356.13,79.81,9.34,170.7,175.04,15.58,118.78,26.438642596
2024-08-11 20:00:00.000,Set-top Box,Push Notification,Debit Card,F5,25.36,42.22,143.72,49.44,381.83,6.95,48.98,253.01,442.64,49.03,4625.89,73.15,479.76,1471.59,1951.74,2030.92,73.74,259.7,104.83,74.02,15.49,130.14,62.49513645
2024-06-06 10:00:00.000,Tablet,Social Network Referrals,Bank Transfer,S1,74.21,127.54,23.44,22.38,270.48,18.06,147.56,290.65,145.3,0.65,4279.56,50.06,71.65,2239.13,3065.09,1603.98,10.3,490.82,63.16,133.77,13.75,14.31,31.991926441
2025-01-10 14:00:00.000,Other,Gen AI Search,Rupay,F3,9.98,59.6,111.53,30.12,2.71,12.34,93.73,368.61,45.93,19.5,1349.53,39.2,26.97,235.1,2140.52,1165.9,12.73,134.33,157.65,82.94,34.81,108.03,16.271159875
2025-05-22 07:00:00.000,Tablet,Social Network Referrals,Bank Transfer,S3,53.7,73.93,99.47,53.53,164.73,19.67,38.61,345.71,125.08,84.48,2167.67,63.9,107.03,6546.38,115.06,2603.95,82.64,79.51,194.52,82.03,38.76,110.8,26.425332196
2023-12-05 09:00:00.000,Tablet,Gen AI Search,Credit Card,S1,22.35,174.7,137.23,29.77,286.59,9.31,98.38,93.49,901.75,4.57,2763.77,76.36,67.43,2920.59,3351.15,415.49,68.45,279.44,61.56,87.05,76.43,65.08,31.749224584
2024-06-05 00:00:00.000,Set-top Box,Gen AI Search,Rupay,F5,13.56,114.03,14.26,143.35,13.12,11.3,243.36,462.66,697,45.26,3022.6,91.02,38.25,8063.19,4730.68,1930.9,58.22,93.3,151.1,40.9,57.74,83.38,73.902200489
2023-12-16 00:00:00.000,Television,Push Notification,GPay,F1,53.79,42.75,54.77,72.21,2.85,1.64,171.66,360.1,329.49,35.57,3974.03,51.39,349.54,7896.29,4325.64,2832.47,86.77,305.23,87.98,98.34,42.48,69.51,40.41112467
2024-06-03 21:00:00.000,Television,Social Media Campaigns,Rupay,S4,99.24,92.45,51.48,87.93,208.68,7.69,289.27,189.01,658.34,41.7,435.84,12.67,40.41,7302.38,169.55,2716.56,46.8,495.41,17.79,145.73,15.43,138.84,2.990736293
2024-12-23 19:00:00.000,Tablet,Push Notification,Debit Card,F1,26.54,37.21,51.98,110.25,261.31,5.65,73.98,422.94,945.03,6.39,2618.17,39.61,257.28,569.75,2732.54,975.43,19.77,431.42,191.96,125.71,0.06,85.63,20.827062286
2025-08-07 21:00:00.000,Other,Paid Search,Credit Card,F1,78.2,186.34,6.53,40.81,281.27,3.71,12.17,195.22,479.23,57.86,4868.03,1.18,395.33,9820.03,4355.25,2588.74,50.65,249.78,152.55,155.43,49.08,60.17,31.31975809
2025-05-27 10:00:00.000,Tablet,Push Notification,GPay,S3,23.93,58.31,61.39,54.4,32.53,3.72,151.95,326.41,557.18,78.5,3723.83,74.88,100.94,2616.09,4472.68,1086.55,22.36,358.78,8.95,191.32,28.56,46.02,19.463882501
2023-06-03 18:00:00.000,Mobile Phone,Display,GPay,F5,71.72,154.36,78.97,97.94,44.62,19.74,140.83,39.17,484.16,76.09,3313.03,22.16,118.75,2810.2,1604.21,1368,77.99,67.99,174.97,124.29,15.29,134.89,26.655644058
2025-04-29 03:00:00.000,Set-top Box,Push Notification,Debit Card,S4,19.11,17.14,89.7,119.8,368.12,9.02,30.66,96.87,777.46,10.95,2167.3,68.5,235.03,9862.09,4959.1,2192.36,46.29,202.94,156.83,152.71,32.94,1.04,14.192259839
2024-04-07 19:00:00.000,Mobile Phone,Push Notification,Debit Card,F2,98.34,153.07,134.71,14.11,311.4,4.95,122.73,462.33,301.58,41.78,2217.46,51.82,174.34,2898.91,1982.88,2746.55,30.65,31.66,52.48,151.5,8.73,31.99,14.63669967
2023-10-22 20:00:00.000,Tablet,Video,Debit Card,S2,40.43,95.44,149.23,51.56,15.87,16.42,151.54,186.28,739.36,84.5,404.86,99.52,189.45,9696.46,2832.32,2647.67,69.89,76.98,15.43,47.95,37.21,14,8.443378519
2024-12-01 18:00:00.000,Mobile Phone,QR code,Bank Transfer,F1,79.27,198.94,71.92,36.15,190.25,5.19,91.76,229.46,663.51,27.87,2476.13,5.99,479.93,3629.99,546.78,2726.78,16.76,274.39,0.32,25.63,29.46,31.56,96.610612563
2025-07-17 01:00:00.000,Other,Gen AI Search,Rupay,F5,7.1,139.21,116.03,118.04,272.63,7.88,264.29,266.09,910.95,52.41,2193.3,84.46,131.52,295.55,308.73,812.31,77.48,85.06,93.24,153.89,5.18,13.78,14.252388069
2023-01-20 23:00:00.000,Other,Video,Rupay,F5,50.12,173.53,127.64,40.65,167.18,2.8,157.56,271.07,806.23,7.99,1683.66,5.68,195.62,3150.07,1182.82,2922.44,61.71,485.47,158.2,74.05,56.96,36.74,22.73679946
2024-01-22 01:00:00.000,Other,Social Media Campaigns,GPay,F2,51.19,9.52,121.8,95.68,191.08,2.45,94.41,320.33,268.25,28.08,484.21,96.21,172.46,4609,663.3,39.41,93.32,427.1,129.42,120.68,85.78,46.71,4.012346702
2023-07-28 14:00:00.000,Television,Push Notification,Debit Card,S1,34.34,190.02,91.54,125.06,138.57,9.86,169.73,478.64,29.66,40.52,2171.9,57.37,272.21,687.4,3785.67,434.99,82.02,74.61,194.85,92.44,34.49,7.2,23.495240156
2023-07-05 19:00:00.000,Tablet,Video,Bank Transfer,S2,59.19,149.37,134.11,79.23,162.32,7.46,298.87,393.57,644.28,61.83,616.55,87.9,426.38,610.37,696.05,1214.93,12.65,212.7,82.03,125.87,13.05,94.25,4.898307778
2024-01-09 05:00:00.000,Mobile Phone,Other Links,Bank Transfer,F2,86.17,125.57,58,123.55,80.06,3.71,163.22,274.17,838.76,39.66,1364.82,28.27,172.53,2687.23,2410.53,1464.42,56.79,423.87,144.83,78.78,19.94,117.33,17.324447829
2024-01-21 13:00:00.000,Set-top Box,Push Notification,Credit Card,F3,70.81,134.15,62.99,32.7,68.24,2.89,231.91,55.33,648.11,48.52,3410.53,54.29,201.9,6803.76,2866.27,2477.71,89.25,200.19,101.28,102.83,5.13,118.94,33.166682875
2024-05-28 01:00:00.000,Mobile Phone,Video,Debit Card,F2,97.09,10.13,25.03,17.78,75.46,3.61,25.75,398.19,287.8,58.85,1123.7,53.7,414.38,9955.16,515.97,2658.59,14.5,437.14,180.13,52.35,69.26,110.81,21.465138491
2025-03-18 08:00:00.000,Set-top Box,Social Network Referrals,Debit Card,F2,62.69,18.24,101.88,144.17,312.68,8.2,175.37,254.23,20.14,79.18,2612.69,29.8,99.83,5363.21,2813.15,2141.92,36.55,486.36,140.63,193.6,98.88,115.53,13.495299587
2024-02-01 17:00:00.000,Tablet,Other Links,GPay,S4,39.73,190.05,75.26,4.76,281.68,13.19,109.97,362.87,203.72,74.63,2705.66,84.66,377.02,2680.43,4216.47,2462.12,56.01,358.79,166.97,81.76,34.13,85.98,33.092710372
2024-05-01 22:00:00.000,Set-top Box,Paid Search,GPay,S2,66.88,17.2,94.02,54.53,336.92,15.29,252.19,4.85,760.02,50.89,740.62,41,212.02,4325.31,757.13,1399.26,76.95,231,148.66,89.98,51.46,108.15,8.230940209
2024-05-26 15:00:00.000,Other,Other Links,Debit Card,S1,26.29,84.5,82.11,25.67,318.04,19.65,181.48,15.75,322.01,63.14,3503.48,69.89,144.96,9362.99,1374.82,78.96,43.93,406.57,136.32,44.35,4.32,124.95,78.996166855
2024-08-16 15:00:00.000,Tablet,Push Notification,Debit Card,F2,47.25,175.45,18.88,105.61,385.92,18.29,62.67,454.98,717.49,58.4,4640.18,12.38,81.79,3749.14,939.94,1095.7,66.42,292.94,37.48,110.14,59,20.88,42.129834756
2025-07-29 04:00:00.000,Other,Video,Rupay,F2,19.14,125.4,95.63,144.85,19.88,16.2,223.97,240.96,764.99,53.11,3908.23,34.47,332,3541.04,871.69,2566.4,94.06,226.24,82.95,112.66,37.32,72.85,34.690484644
2023-11-11 12:00:00.000,Set-top Box,Paid Search,Debit Card,S2,7.36,51.44,27.61,48.36,118.55,7.99,216.39,300.75,410.23,87.48,3682.82,37.13,69.09,7024.18,3964.3,2356.94,28.32,184.22,164.68,4.45,64.19,1.51,827.6
2024-06-07 11:00:00.000,Tablet,Other Links,Credit Card,S1,78.71,146.16,101.11,80.38,53.95,18.36,21.42,359.18,813.26,29.33,2789.63,86.24,434.59,1309.3,4338.61,553.53,36.38,306.86,155.16,132.61,17.11,70.9,21.036347183
2023-02-16 10:00:00.000,Other,Social Network Referrals,Bank Transfer,S3,5.27,78.15,124.9,66.61,1.95,13.68,260.73,495.53,800.69,62.92,3565.02,74.66,343.98,8834.65,457.05,1673.54,14.16,303.27,181.65,80.75,51.61,23.35,44.148854489
2024-05-27 15:00:00.000,Television,Other Links,Credit Card,F5,30.11,7.16,81.55,78.53,308.04,1.52,26.16,350.75,343.83,11.95,188.23,83.42,379.19,7732.17,1052.22,2635.85,89.93,144.34,31.21,49.47,52.6,31.06,3.804932282
2025-07-13 20:00:00.000,Television,Push Notification,Credit Card,F3,75.07,106.27,95,111.66,13.76,2.32,72.72,271.45,294.45,86.1,4036.48,33.92,9.78,1315.97,4321.76,663.21,85.8,341.75,136,76.09,65.82,42.56,53.04875805
2024-03-14 12:00:00.000,Set-top Box,Video,Debit Card,S4,54.79,67.14,39.47,32.06,323.51,7.89,195.37,419.34,544.47,91.38,3956.33,14.96,415.43,6519.66,3845.28,2999.5,77.06,252.61,26.83,24.97,43.63,47.13,158.443331998
2024-11-08 10:00:00.000,Tablet,Push Notification,Credit Card,S3,56.48,25.06,45.95,3.6,122.86,15.87,204.5,414.99,42.47,10.68,3322.51,53.01,184.38,6794.95,3220.16,98.82,89.47,381.03,194.22,160.15,45.08,15.11,20.746237902
2023-08-31 03:00:00.000,Set-top Box,Push Notification,Bank Transfer,F5,68.69,178.75,106.65,113.88,83.2,15.28,249.48,75,148.49,67.49,629.97,87.27,273.65,7536.19,366.44,1111.37,90.92,143.78,163.37,165.24,9.52,44,3.812454611
2023-12-24 00:00:00.000,Other,Paid Search,Rupay,S2,27.44,195.36,51.11,74.07,133.12,14.2,39.47,59.2,536.25,10.99,2309.71,75.3,151.78,6680.96,1144.36,2730.4,61.72,396.2,67.79,4.17,59.78,40.93,553.887290168
2025-06-10 19:00:00.000,Tablet,Paid Search,Debit Card,S3,86.26,93.56,17.52,39.95,142.08,11.49,104.4,17.48,151.25,9.15,4770.44,67.89,273.86,7568.8,3254.68,891.52,50.34,353.3,142.18,173.73,38.64,39.97,27.458930524
2023-04-13 20:00:00.000,Set-top Box,QR code,Bank Transfer,S1,69.52,34.86,57.2,58.08,188,18.93,44.51,171.59,855.2,2.78,4396.6,6.57,492.01,7759.98,2473.58,1205.13,73.8,177.22,54.63,60.61,29.39,11.9,72.539184953
2024-03-20 12:00:00.000,Tablet,Video,Rupay,S1,74.45,171.26,135.3,108.46,181.84,11.77,136.91,461.97,71.44,4.69,1332.07,6.77,314.72,1235.7,2071.44,1659.41,20.39,281.26,127.67,46.66,94.75,54.62,28.548435491
2023-05-30 23:00:00.000,Television,Gen AI Search,GPay,F3,19.53,150.04,21.32,93.47,204.63,1.01,216.41,436.67,146.58,65.32,332.29,65.76,295.16,914.65,155.3,1319.51,14.57,126.05,187.05,19.65,0.48,13.57,16.91043257
2025-08-07 12:00:00.000,Tablet,Gen AI Search,Rupay,S3,23.94,166.32,67.37,70.93,225.8,1.35,232.54,491.85,341.81,14.66,4538.8,65.01,376.7,1964.66,1119.94,411.5,21.69,53.39,63.11,95.06,88.32,19.52,47.746686303
2023-07-27 13:00:00.000,Mobile Phone,Other Links,Rupay,F5,53.28,141.58,80.61,95.8,243.11,7.15,261.45,19.23,906.4,5.19,2192.79,68.42,235.27,2136.82,2136.87,1767.3,70.36,492.85,112.74,76.39,69.64,92,28.705197015
2024-10-29 08:00:00.000,Tablet,Video,Rupay,F1,58.93,169.78,85.15,2.61,137.39,2.66,20.33,366.73,875.36,9.26,3045.06,45.75,338.34,8306.95,4856.27,1766.31,40.72,157.72,72.94,11.71,71.95,27.71,260.039282664
2025-04-30 21:00:00.000,Television,QR code,Debit Card,F5,38.86,122.79,109.22,125.79,30.88,16.82,162.41,177.93,74.99,48.65,1798.91,63.14,184.49,1253.92,856.06,122.77,26.49,481.24,130.22,181.67,30.7,74.36,9.902075191
2024-03-15 04:00:00.000,Tablet,Social Media Campaigns,GPay,F1,69.72,111.05,114.26,92.6,219.49,10.19,16.83,436.27,212.12,13.28,4264.88,34.59,171.62,2203.92,2073.35,476.86,48.81,128.08,66.13,147.75,59.19,140.79,28.865516074
2024-05-14 06:00:00.000,Tablet,Gen AI Search,Bank Transfer,S3,37.92,113.11,72.44,43.76,55.49,2.99,294.27,167.22,861.91,93.02,1374.36,85.32,421.54,3011.39,4446.94,1112.3,59.96,407.51,103.47,9.14,86.75,53,150.36761488
2023-09-08 22:00:00.000,Other,Other Links,Debit Card,F3,58.45,90.77,130.8,46.55,168.39,16.12,298.71,257.34,601.72,83.84,3361.36,39.71,258.04,2480.65,2539.97,2053.96,35.23,202.59,22.79,66.03,50.93,35.97,50.906557625
2025-01-13 11:00:00.000,Mobile Phone,Push Notification,Debit Card,F5,21.59,18.47,23.86,77.6,375.59,11.02,174.24,360.67,999.33,11.82,4434.74,9.33,459.39,7609.32,3673.01,2781.62,83.55,396.04,177.7,6.37,39.64,30.9,696.191522763
2024-10-08 18:00:00.000,Other,Push Notification,GPay,S4,93.76,27.47,3.7,0.76,9.84,16.68,74,273.02,446.28,71.94,4643.65,7.82,466.23,4928.44,3423.58,2657.95,44.33,232.31,78.06,143.65,39.74,125.03,32.326139923
2024-02-05 14:00:00.000,Set-top Box,QR code,Rupay,F2,93.6,184,86.49,106.34,58.49,17.22,165.25,90.05,483.82,62.17,1927.31,25.61,13.21,9263.56,1623.34,2191.39,28.12,160.69,113.98,173.97,15.61,41.1,11.078404323
2024-02-20 01:00:00.000,Other,Other Links,Rupay,F5,85.45,93.77,123.96,75.82,239.46,18.92,287.07,242.02,557.65,0.93,3997.31,41.11,454.74,2250.48,1780.2,735,90.01,134.99,199.04,63.27,19.67,117.39,63.178599652
2023-04-03 10:00:00.000,Set-top Box,Gen AI Search,Bank Transfer,S2,45.13,52.12,27.13,143.68,6.65,10.09,148.58,496.67,501.62,16.12,3304.43,69.17,475.04,7163.62,103.7,2540.64,68.18,411.57,147.81,63.35,23.59,21.54,52.16148382
2024-05-07 17:00:00.000,Mobile Phone,Display,Rupay,F3,6.88,118.7,61.51,137.8,184.27,6.92,75.46,330.45,415.31,26.7,3459.33,5.18,98.2,2444.42,3873.06,137.69,92.81,480.42,156.32,168.75,61.76,96.58,20.499733333
